topic_id,domain,sub_domain,topic_name,year,paper_count,citation_count,influential_count,top_venues,trending_score,source,fetched_at
T0008,Machine Learning,Federated Learning,federated learning,2020,143356,0,0,,0.7182,CrossRef API,2026-07-24T14:23:30.355663
T0008,Machine Learning,Federated Learning,federated learning,2021,181319,0,0,,0.7182,CrossRef API,2026-07-24T14:23:30.355663
T0008,Machine Learning,Federated Learning,federated learning,2022,214809,0,0,,0.7182,CrossRef API,2026-07-24T14:23:30.355663
T0008,Machine Learning,Federated Learning,federated learning,2023,260603,0,0,,0.7182,CrossRef API,2026-07-24T14:23:30.355663
T0008,Machine Learning,Federated Learning,federated learning,2024,301249,0,0,,0.7182,CrossRef API,2026-07-24T14:23:30.355663
T0008,Machine Learning,Federated Learning,federated learning,2025,365111,0,0,,0.7182,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2015,41479,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2016,45007,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2017,48625,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2018,54711,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2019,62388,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2020,70647,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2021,81705,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2022,95978,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2023,112477,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2024,135609,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0009,Cybersecurity,Malware Detection,malware detection intrusion,2025,169790,0,0,,0.6827,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2015,80250,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2016,88193,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2017,96007,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2018,112211,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2019,127479,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2020,146658,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2021,169582,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2022,194337,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2023,219673,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2024,250511,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0010,Cybersecurity,Network Security,network intrusion detection,2025,296022,0,0,,0.5007,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2015,17670,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2016,21147,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2017,25503,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2018,32974,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2019,41777,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2020,47789,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2021,54603,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2022,62335,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2023,71561,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2024,77305,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0011,Blockchain & Web3,Blockchain,blockchain smart contracts,2025,98448,0,0,,0.5014,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2015,134678,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2016,153945,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2017,168825,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2018,190122,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2019,244933,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2020,251574,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2021,267135,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2022,277226,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2023,293984,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2024,319619,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0012,Healthcare & Medical Technology,Medical Imaging,medical image classification,2025,360971,0,0,,0.2244,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2015,99987,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2016,109740,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2017,127880,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2018,149101,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2019,181187,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2020,217144,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2021,257552,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2022,294553,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2023,351096,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2024,395881,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0013,Healthcare & Medical Technology,Drug Discovery,drug discovery machine,2025,467688,0,0,,0.579,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2015,325558,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2016,380050,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2017,427959,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2018,506087,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2019,578319,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2020,645158,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2021,699971,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2022,771733,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2023,819644,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2024,900816,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0014,Healthcare & Medical Technology,Clinical NLP,clinical natural language,2025,1052909,0,0,,0.3101,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2015,78057,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2016,75208,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2017,89955,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2018,111164,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2019,141826,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2020,175850,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2021,216328,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2022,252646,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2023,300728,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2024,344374,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0015,Bioinformatics,Genomics ML,genomics deep learning,2025,412688,0,0,,0.6404,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2015,98338,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2016,113832,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2017,121113,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2018,134343,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2019,149266,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2020,177177,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2021,183654,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2022,192051,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2023,211221,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2024,231838,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0016,Agriculture & AgriTech,Precision Agriculture,precision agriculture crop,2025,266970,0,0,,0.2842,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2015,114012,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2016,125882,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2017,147960,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2018,172258,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2019,210876,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2020,251084,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2021,301974,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2022,350121,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2023,415228,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2024,483447,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0017,Finance & FinTech,Financial ML,financial machine learning,2025,583699,0,0,,0.6413,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2015,198893,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2016,218995,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2017,243984,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2018,271489,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2019,302671,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2020,356172,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2021,391309,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2022,418590,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2023,472558,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2024,537594,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0018,Law & Legal Tech,Legal NLP,legal text analysis,2025,621561,0,0,,0.3993,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2015,78139,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2016,84553,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2017,103540,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2018,127407,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2019,157582,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2020,190712,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2021,232359,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2022,270246,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2023,323710,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
T0019,Education Technology,Learning Analytics,learning analytics intelligent,2024,373184,0,0,,0.6618,CrossRef API,2026-07-24T14:23:30.355663
